Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (kg),Allow customer reviews?,Regular price,Sale price,Categories,Tags,Images,Position,Meta: _shopify_handle,Meta: _research_use_only
simple,PBV-SEMAX-PEN,Semax Pen,1,0,visible,,"<p dir=""auto""><strong>PT-141 3 mL Pen</strong></p> <p dir=""auto""><strong>The Science, Simplified:</strong> PT-141 is a synthetic cyclic heptapeptide analog of α-melanocyte-stimulating hormone (α-MSH).</p> <p dir=""auto""><strong>Product Specifications – PT-141 10 mg 3 mL Pen</strong></p> <ul dir=""auto""> <li>Total PT-141: 10 mg</li> <li>Volume: 3 mL pre-filled pen</li> <li>Concentration: ≈3.33 mg/mL</li> <li>Purity: Research-grade, third-party tested (COA available)</li> <li>Format: Ready-to-use multi-dose pre-filled pen</li> </ul> <p dir=""auto""><strong>Key Research Focus:</strong> Central melanocortin receptor activation research.</p> <p dir=""auto""><strong>Physical Form &amp; Solubility:</strong></p> <ul dir=""auto""> <li>Appearance: Clear to slightly opalescent liquid</li> <li>Solubility: Already in aqueous solution (acetate salt form for optimal solubility and stability). Highly soluble; no reconstitution required.</li> </ul> <p dir=""auto""><strong>Pen Format Details:</strong> The 3 mL pre-filled pen is a sterile, multi-dose delivery system designed for precise, consistent dispensing of the research compound. It features a sealed cartridge, dial-a-dose mechanism for accurate volume control, and a fine-gauge needle interface. The pen is ready for immediate laboratory use with no mixing or transfer steps required. Each pen is labeled with total peptide content and lot-specific COA reference.</p> <p dir=""auto""><strong>Stability &amp; Handling Notes:</strong></p> <ul dir=""auto""> <li> <span>Refrigerated</span><span> </span><span>at</span><span> </span><span>2–8°C</span><span> </span><span>(36–46°F).</span><span> </span><span>Practical</span><span> </span><span>shelf</span><span> </span><span>life</span><span> </span><span>is</span><span> </span><strong>4–6 weeks</strong><span> </span><span>when</span><span> </span><span>protected</span><span> </span><span>from</span><span> </span><span>light</span><span> </span><span>and</span><span> </span><span>handled</span><span> </span><span>with</span><span> </span><span>aseptic</span><span> </span><span>technique.</span> </li> <li> <span>Do</span><span> </span><span>not</span><span> </span><span>freeze.</span><span> </span><span>Avoid</span><span> </span><span>prolonged</span><span> </span><span>room-temperature</span><span> </span><span>exposure.</span> </li> <li> <span>Discard</span><span> </span><span>after</span><span> </span><span>6</span><span> </span><span>weeks</span><span> </span><span>or</span><span> </span><span>if</span><span> </span><span>the</span><span> </span><span>solution</span><span> </span><span>becomes</span><span> </span><span>cloudy,</span><span> </span><span>discolored,</span><span> </span><span>or</span><span> </span><span>shows</span><span> </span><span>particulate</span><span> </span><span>matter.</span> </li> <li> <span>Protect</span><span> </span><span>from</span><span> </span><span>light</span><span> </span><span>and</span><span> </span><span>moisture</span><span> </span><span>at</span><span> </span><span>all</span><span> </span><span>times.<img src=""https://cdn.shopify.com/s/files/1/1056/1447/5345/files/image_6.jpg?v=1784397241"" alt=""""></span> </li> </ul>",taxable,1,,0,0,0,0,150.00,,Peptide,"pen,Peptides",https://cdn.shopify.com/s/files/1/1056/1447/5345/files/Semax_pen.jpg?v=1784126832,0,semax-pen,yes
simple,PBV-SELANK-PEN,Selank Pen,1,0,visible,,"<p dir=""auto""><strong>Selank 3 mL Pen</strong></p> <p dir=""auto""><strong>The Science, Simplified:</strong> Selank is a synthetic heptapeptide analog of the immunomodulatory peptide tuftsin.</p> <p dir=""auto""><strong>Product Specifications – Selank 20 mg 3 mL Pen</strong></p> <ul dir=""auto""> <li>Total Selank: 20 mg</li> <li>Volume: 3 mL pre-filled pen</li> <li>Concentration: ≈6.67 mg/mL</li> <li>Purity: Research-grade, third-party tested (COA available)</li> <li>Format: Ready-to-use multi-dose pre-filled pen</li> </ul> <p dir=""auto""><strong>Key Research Focus:</strong> Tuftsin analog and neuropeptide research.</p> <p dir=""auto""><strong>Physical Form &amp; Solubility:</strong></p> <ul dir=""auto""> <li>Appearance: Clear to slightly opalescent liquid</li> <li>Solubility: Already in aqueous solution (acetate salt form for optimal solubility and stability). Highly soluble; no reconstitution required.</li> </ul> <p dir=""auto""><strong>Pen Format Details:</strong> The 3 mL pre-filled pen is a sterile, multi-dose delivery system designed for precise, consistent dispensing of the research compound. It features a sealed cartridge, dial-a-dose mechanism for accurate volume control, and a fine-gauge needle interface. The pen is ready for immediate laboratory use with no mixing or transfer steps required. Each pen is labeled with total peptide content and lot-specific COA reference.</p> <p dir=""auto""><strong>Stability &amp; Handling Notes:</strong></p> <ul dir=""auto""> <li>Refrigerated at 2–8°C (36–46°F). Practical shelf life is <strong>4–6 weeks</strong> when protected from light and handled with aseptic technique.</li> <li>Do not freeze. Avoid prolonged room-temperature exposure.</li> <li>Discard after 6 weeks or if the solution becomes cloudy, discolored, or shows particulate matter.</li> <li>Protect from light and moisture at all times.<img src=""https://cdn.shopify.com/s/files/1/1056/1447/5345/files/image_6.jpg?v=1784397241"" alt=""""> </li> </ul>",taxable,1,,0,0,0,0,150.00,,Peptide,"pen,Peptides",https://cdn.shopify.com/s/files/1/1056/1447/5345/files/Selank_pen.jpg?v=1784128988,0,selank-pen,yes
simple,PBV-SERMORELIN-PEN,Sermorelin Pen,1,0,visible,,"<div> <div> <p dir=""auto""><strong>Sermorelin 3 mL Pen</strong></p> <p dir=""auto""><strong>The Science, Simplified:</strong> Sermorelin is a synthetic 29-amino acid peptide corresponding to the biologically active N-terminal fragment of human growth hormone-releasing hormone (GHRH 1-29).</p> <p dir=""auto""><strong>Product Specifications – Sermorelin 10 mg 3 mL Pen</strong></p> <ul dir=""auto""> <li>Total Sermorelin: 10 mg</li> <li>Volume: 3 mL pre-filled pen</li> <li>Concentration: ≈3.33 mg/mL</li> <li>Purity: Research-grade, third-party tested (COA available)</li> <li>Format: Ready-to-use multi-dose pre-filled pen</li> </ul> <p dir=""auto""><strong>Key Research Focus:</strong> Growth hormone release and GH axis research.</p> <p dir=""auto""><strong>Physical Form &amp; Solubility:</strong></p> <ul dir=""auto""> <li>Appearance: Clear to slightly opalescent liquid</li> <li>Solubility: Already in aqueous solution (acetate salt form for optimal solubility and stability). Highly soluble; no reconstitution required.</li> </ul> <p dir=""auto""><strong>Pen Format Details:</strong> The 3 mL pre-filled pen is a sterile, multi-dose delivery system designed for precise, consistent dispensing of the research compound. It features a sealed cartridge, dial-a-dose mechanism for accurate volume control, and a fine-gauge needle interface. The pen is ready for immediate laboratory use with no mixing or transfer steps required. Each pen is labeled with total peptide content and lot-specific COA reference.</p> <p dir=""auto""><strong>Stability &amp; Handling Notes:</strong></p> <ul dir=""auto""> <li>Refrigerated at 2–8°C (36–46°F). Practical shelf life is <strong>4–6 weeks</strong> when protected from light and handled with aseptic technique.</li> <li>Do not freeze. Avoid prolonged room-temperature exposure.</li> <li>Discard after 6 weeks or if the solution becomes cloudy, discolored, or shows particulate matter.</li> <li>Protect from light and moisture at all times.<img src=""https://cdn.shopify.com/s/files/1/1056/1447/5345/files/image_6.jpg?v=1784397241"" alt=""""> </li> </ul> </div> </div>",taxable,1,,0,0,0,0,170.00,,Peptide,"pen,Peptides",https://cdn.shopify.com/s/files/1/1056/1447/5345/files/Sermorelin_pen.jpg?v=1784131338,0,sermorelin-pen,yes
simple,PBV-TA-2,TA-1,1,0,visible,,"<div> <div> <p dir=""auto""><strong>Sermorelin 3 mL Pen</strong></p> <p dir=""auto""><strong>The Science, Simplified:</strong> Sermorelin is a synthetic 29-amino acid peptide corresponding to the biologically active N-terminal fragment of human growth hormone-releasing hormone (GHRH 1-29).</p> <p dir=""auto""><strong>Product Specifications – Sermorelin 10 mg 3 mL Pen</strong></p> <ul dir=""auto""> <li>Total Sermorelin: 10 mg</li> <li>Volume: 3 mL pre-filled pen</li> <li>Concentration: ≈3.33 mg/mL</li> <li>Purity: Research-grade, third-party tested (COA available)</li> <li>Format: Ready-to-use multi-dose pre-filled pen</li> </ul> <p dir=""auto""><strong>Key Research Focus:</strong> Growth hormone release and GH axis research.</p> <p dir=""auto""><strong>Physical Form &amp; Solubility:</strong></p> <ul dir=""auto""> <li>Appearance: Clear to slightly opalescent liquid</li> <li>Solubility: Already in aqueous solution (acetate salt form for optimal solubility and stability). Highly soluble; no reconstitution required.</li> </ul> <p dir=""auto""><strong>Pen Format Details:</strong> The 3 mL pre-filled pen is a sterile, multi-dose delivery system designed for precise, consistent dispensing of the research compound. It features a sealed cartridge, dial-a-dose mechanism for accurate volume control, and a fine-gauge needle interface. The pen is ready for immediate laboratory use with no mixing or transfer steps required. Each pen is labeled with total peptide content and lot-specific COA reference.</p> <p dir=""auto""><strong>Stability &amp; Handling Notes:</strong></p> <ul dir=""auto""> <li>Refrigerated at 2–8°C (36–46°F). Practical shelf life is <strong>4–6 weeks</strong> when protected from light and handled with aseptic technique.</li> <li>Do not freeze. Avoid prolonged room-temperature exposure.</li> <li>Discard after 6 weeks or if the solution becomes cloudy, discolored, or shows particulate matter.</li> <li>Protect from light and moisture at all times.<img src=""https://cdn.shopify.com/s/files/1/1056/1447/5345/files/image_6.jpg?v=1784397241"" alt=""""> </li> </ul> </div> <div><br></div> </div>",taxable,1,,0,0,0,0,175.00,,Peptide,"pen,Peptides",https://cdn.shopify.com/s/files/1/1056/1447/5345/files/TA-1_PEN.jpg?v=1784132817,0,ta-2,yes
simple,PBV-TESAMORELIN-10MG-PEN,Tesamorelin 10mg Pen,0,0,visible,,"<p dir=""auto""><strong>Tesamorelin 3 mL Pen</strong></p> <p dir=""auto""><strong>The Science, Simplified:</strong> Tesamorelin is a synthetic 44-amino acid analog of growth hormone-releasing hormone (GHRH) featuring an N-terminal trans-3-hexenoyl modification.</p> <p dir=""auto""><strong>Product Specifications – Tesamorelin 10 mg 3 mL Pen</strong></p> <ul dir=""auto""> <li>Total Tesamorelin: 10 mg</li> <li>Volume: 3 mL pre-filled pen</li> <li>Concentration: ≈3.33 mg/mL</li> <li>Purity: Research-grade, third-party tested (COA available)</li> <li>Format: Ready-to-use multi-dose pre-filled pen</li> </ul> <p dir=""auto""><strong>Key Research Focus:</strong> GHRH receptor activation and growth hormone release research.</p> <p dir=""auto""><strong>Physical Form &amp; Solubility:</strong></p> <ul dir=""auto""> <li>Appearance: Clear to slightly opalescent liquid</li> <li>Solubility: Already in aqueous solution (acetate salt form for optimal solubility and stability). Highly soluble; no reconstitution required.</li> </ul> <p dir=""auto""><strong>Pen Format Details:</strong> The 3 mL pre-filled pen is a sterile, multi-dose delivery system designed for precise, consistent dispensing of the research compound. It features a sealed cartridge, dial-a-dose mechanism for accurate volume control, and a fine-gauge needle interface. The pen is ready for immediate laboratory use with no mixing or transfer steps required. Each pen is labeled with total peptide content and lot-specific COA reference.</p> <p dir=""auto""><strong>Stability &amp; Handling Notes:</strong></p> <ul dir=""auto""> <li>Refrigerated at 2–8°C (36–46°F). Practical shelf life is <strong>4–6 weeks</strong> when protected from light and handled with aseptic technique.</li> <li>Do not freeze. Avoid prolonged room-temperature exposure.</li> <li>Discard after 6 weeks or if the solution becomes cloudy, discolored, or shows particulate matter.</li> <li>Protect from light and moisture at all times.<img src=""https://cdn.shopify.com/s/files/1/1056/1447/5345/files/image_6.jpg?v=1784397241"" alt=""""> </li> </ul>",taxable,1,,0,0,0,0,150.00,,Peptide,"pen,Peptides",https://cdn.shopify.com/s/files/1/1056/1447/5345/files/Tesamorelin_pen10mg.jpg?v=1784135956,0,tesamorelin-10mg-pen,yes
simple,PBV-TESAMORELIN-30MG-PEN,Tesamorelin 30mg Pen,0,0,visible,,"<div> <div> <p dir=""auto""><strong>Tesamorelin 3 mL Pen</strong></p> <p dir=""auto""><strong>The Science, Simplified:</strong> Tesamorelin is a synthetic 44-amino acid analog of growth hormone-releasing hormone (GHRH) featuring an N-terminal trans-3-hexenoyl modification.</p> <p dir=""auto""><strong>Product Specifications – Tesamorelin 30 mg 3 mL Pen</strong></p> <ul dir=""auto""> <li>Total Tesamorelin: 30 mg</li> <li>Volume: 3 mL pre-filled pen</li> <li>Concentration: ≈10 mg/mL</li> <li>Purity: Research-grade, third-party tested (COA available)</li> <li>Format: Ready-to-use multi-dose pre-filled pen</li> </ul> <p dir=""auto""><strong>Key Research Focus:</strong> GHRH receptor activation and growth hormone release research.</p> <p dir=""auto""><strong>Physical Form &amp; Solubility:</strong></p> <ul dir=""auto""> <li>Appearance: Clear to slightly opalescent liquid</li> <li>Solubility: Already in aqueous solution (acetate salt form for optimal solubility and stability). Highly soluble; no reconstitution required.</li> </ul> <p dir=""auto""><strong>Pen Format Details:</strong> The 3 mL pre-filled pen is a sterile, multi-dose delivery system designed for precise, consistent dispensing of the research compound. It features a sealed cartridge, dial-a-dose mechanism for accurate volume control, and a fine-gauge needle interface. The pen is ready for immediate laboratory use with no mixing or transfer steps required. Each pen is labeled with total peptide content and lot-specific COA reference.</p> <p dir=""auto""><strong>Stability &amp; Handling Notes:</strong></p> <ul dir=""auto""> <li> <span>Refrigerated</span><span> </span><span>at</span><span> </span><span>2–8°C</span><span> </span><span>(36–46°F).</span><span> </span><span>Practical</span><span> </span><span>shelf</span><span> </span><span>life</span><span> </span><span>is</span><span> </span><strong>4–6 weeks</strong><span> </span><span>when</span><span> </span><span>protected</span><span> </span><span>from</span><span> </span><span>light</span><span> </span><span>and</span><span> </span><span>handled</span><span> </span><span>with</span><span> </span><span>aseptic</span><span> </span><span>technique.</span> </li> <li> <span>Do</span><span> </span><span>not</span><span> </span><span>freeze.</span><span> </span><span>Avoid</span><span> </span><span>prolonged</span><span> </span><span>room-temperature</span><span> </span><span>exposure.</span> </li> <li> <span>Discard</span><span> </span><span>after</span><span> </span><span>6</span><span> </span><span>weeks</span><span> </span><span>or</span><span> </span><span>if</span><span> </span><span>the</span><span> </span><span>solution</span><span> </span><span>becomes</span><span> </span><span>cloudy,</span><span> </span><span>discolored,</span><span> </span><span>or</span><span> </span><span>shows</span><span> </span><span>particulate</span><span> </span><span>matter.</span> </li> <li> <span>Protect</span><span> </span><span>from</span><span> </span><span>light</span><span> </span><span>and</span><span> </span><span>moisture</span><span> </span><span>at</span><span> </span><span>all</span><span> </span><span>times.</span><img src=""https://cdn.shopify.com/s/files/1/1056/1447/5345/files/image_6.jpg?v=1784397241"" alt=""""> </li> </ul> </div> </div> <section></section>",taxable,1,,0,0,0,0,180.00,,Peptide,"pen,Peptides",https://cdn.shopify.com/s/files/1/1056/1447/5345/files/Tesamorelin_pen30mg.jpg?v=1784136478,0,tesamorelin-30mg-pen,yes
simple,PBV-TESAMORELIN-IPAMORELIN-PEN,Tesamorelin/Ipamorelin Pen,0,0,visible,,"<div> <div> <p dir=""auto""><strong>Tesamorelin / Ipamorelin 3 mL Pen</strong></p> <p dir=""auto""><strong>The Science, Simplified:</strong> This is a dual-peptide research blend combining Tesamorelin (synthetic 44-amino acid GHRH analog with N-terminal trans-3-hexenoyl modification) and Ipamorelin (selective growth hormone secretagogue / ghrelin mimetic).</p> <p dir=""auto""><strong>Product Specifications – Tesamorelin / Ipamorelin 12 mg / 3 mg 3 mL Pen</strong></p> <ul dir=""auto""> <li>Total Tesamorelin: 12 mg</li> <li>Total Ipamorelin: 3 mg</li> <li>Volume: 3 mL pre-filled pen</li> <li>Concentration: ≈4 mg/mL Tesamorelin + ≈1 mg/mL Ipamorelin</li> <li>Purity: Research-grade, third-party tested (COA available)</li> <li>Format: Ready-to-use multi-dose pre-filled pen</li> </ul> <p dir=""auto""><strong>Key Research Focus:</strong> Growth hormone release research.</p> <p dir=""auto""><strong>Physical Form &amp; Solubility:</strong></p> <ul dir=""auto""> <li>Appearance: Clear to slightly opalescent liquid</li> <li>Solubility: Already in aqueous solution (acetate salt form for optimal solubility and stability). Highly soluble; no reconstitution required.</li> </ul> <p dir=""auto""><strong>Pen Format Details:</strong> The 3 mL pre-filled pen is a sterile, multi-dose delivery system designed for precise, consistent dispensing of the research blend. It features a sealed cartridge, dial-a-dose mechanism for accurate volume control, and a fine-gauge needle interface. The pen is ready for immediate laboratory use with no mixing or transfer steps required. Each pen is labeled with total peptide content and lot-specific COA reference.</p> <p dir=""auto""><strong>Stability &amp; Handling Notes:</strong></p> <ul dir=""auto""> <li>Refrigerated at 2–8°C (36–46°F). Practical shelf life is <strong>4–6 weeks</strong> when protected from light and handled with aseptic technique.</li> <li>Do not freeze. Avoid prolonged room-temperature exposure.</li> <li>Discard after 6 weeks or if the solution becomes cloudy, discolored, or shows particulate matter.</li> <li>Protect from light and moisture at all times.<img src=""https://cdn.shopify.com/s/files/1/1056/1447/5345/files/image_6.jpg?v=1784397241"" alt=""""> </li> </ul> </div> </div>",taxable,1,,0,0,0,0,210.00,,Peptide,"pen,Peptides",https://cdn.shopify.com/s/files/1/1056/1447/5345/files/tesa_ipa_pen_deaa2985-7237-411c-94f1-43043b6005a0.jpg?v=1784146554,0,tesamorelin-ipamorelin-pen,yes
simple,PBV-WOLVERINE-PEN,Wolverine Pen,1,0,visible,,"<p dir=""auto""><strong>Wolverine (BPC-157 / TB-500) 3 mL Pen</strong></p> <p dir=""auto""><strong>The Science, Simplified:</strong> This is a dual-peptide research blend combining BPC-157 (synthetic gastric pentadecapeptide) and TB-500 (synthetic actin-binding fragment of thymosin beta-4).</p> <p dir=""auto""><strong>Product Specifications – Wolverine (BPC-157 / TB-500) 10 mg / 10 mg 3 mL Pen</strong></p> <ul dir=""auto""> <li>Total BPC-157: 10 mg</li> <li>Total TB-500: 10 mg</li> <li>Volume: 3 mL pre-filled pen</li> <li>Concentration: ≈3.33 mg/mL BPC-157 + ≈3.33 mg/mL TB-500</li> <li>Purity: Research-grade, third-party tested (COA available)</li> <li>Format: Ready-to-use multi-dose pre-filled pen</li> </ul> <p dir=""auto""><strong>Key Research Focus:</strong> Tissue repair and regeneration research.</p> <p dir=""auto""><strong>Physical Form &amp; Solubility:</strong></p> <ul dir=""auto""> <li>Appearance: Clear to slightly opalescent liquid</li> <li>Solubility: Already in aqueous solution (acetate salt form for optimal solubility and stability). Highly soluble; no reconstitution required.</li> </ul> <p dir=""auto""><strong>Pen Format Details:</strong> The 3 mL pre-filled pen is a sterile, multi-dose delivery system designed for precise, consistent dispensing of the research blend. It features a sealed cartridge, dial-a-dose mechanism for accurate volume control, and a fine-gauge needle interface. The pen is ready for immediate laboratory use with no mixing or transfer steps required. Each pen is labeled with total peptide content and lot-specific COA reference.</p> <p dir=""auto""><strong>Stability &amp; Handling Notes:</strong></p> <ul dir=""auto""> <li>Refrigerated at 2–8°C (36–46°F). Practical shelf life is <strong>4–6 weeks</strong> when protected from light and handled with aseptic technique.</li> <li>Do not freeze. Avoid prolonged room-temperature exposure.</li> <li>Discard after 6 weeks or if the solution becomes cloudy, discolored, or shows particulate matter.</li> <li>Protect from light and moisture at all times.<img alt="""" src=""https://cdn.shopify.com/s/files/1/1056/1447/5345/files/image_6.jpg?v=1784397241""> </li> </ul>",taxable,1,,0,0,0,0,150.00,,Peptide,"pen,Peptides",https://cdn.shopify.com/s/files/1/1056/1447/5345/files/Wolverine_pen.jpg?v=1784145498,0,wolverine-pen,yes
simple,PBV-CJC-IPAMORELIN-1,CJC/Ipamorelin Pen,1,0,visible,,"<div> <div> <p dir=""auto""><strong>CJC (no DAC) / Ipamorelin 3 mL Pen</strong></p> <p dir=""auto""><strong>The Science, Simplified:</strong> This is a dual-peptide research blend combining CJC (no DAC) / Modified GRF (1-29), a tetrasubstituted GHRH analog, and Ipamorelin, a selective growth hormone secretagogue (ghrelin mimetic).</p> <p dir=""auto""><strong>Product Specifications – CJC (no DAC) / Ipamorelin 10 mg / 10 mg 3 mL Pen</strong></p> <ul dir=""auto""> <li>Total CJC (no DAC): 10 mg</li> <li>Total Ipamorelin: 10 mg</li> <li>Volume: 3 mL pre-filled pen</li> <li>Concentration: ≈3.33 mg/mL CJC (no DAC) + ≈3.33 mg/mL Ipamorelin</li> <li>Purity: Research-grade, third-party tested (COA available)</li> <li>Format: Ready-to-use multi-dose pre-filled pen</li> </ul> <p dir=""auto""><strong>Key Research Focus:</strong> Growth hormone release research.</p> <p dir=""auto""><strong>Physical Form &amp; Solubility:</strong></p> <ul dir=""auto""> <li>Appearance: Clear to slightly opalescent liquid</li> <li>Solubility: Already in aqueous solution (acetate salt form for optimal solubility and stability). Highly soluble; no reconstitution required.</li> </ul> <p dir=""auto""><strong>Pen Format Details:</strong> The 3 mL pre-filled pen is a sterile, multi-dose delivery system designed for precise, consistent dispensing of the research blend. It features a sealed cartridge, dial-a-dose mechanism for accurate volume control, and a fine-gauge needle interface. The pen is ready for immediate laboratory use with no mixing or transfer steps required. Each pen is labeled with total peptide content and lot-specific COA reference.</p> <p dir=""auto""><strong>Stability &amp; Handling Notes:</strong></p> <ul dir=""auto""> <li>Refrigerated at 2–8°C (36–46°F). Practical shelf life is <strong>4–6 weeks</strong> when protected from light and handled with aseptic technique.</li> <li>Do not freeze. Avoid prolonged room-temperature exposure.</li> <li>Discard after 6 weeks or if the solution becomes cloudy, discolored, or shows particulate matter.</li> <li>Protect from light and moisture at all times.</li> </ul> </div> </div> <p><img src=""https://cdn.shopify.com/s/files/1/1056/1447/5345/files/image_6.jpg?v=1784397241"" alt=""""></p>",taxable,1,,0,0,0,0,195.00,,Peptide,"pen,Peptides",https://cdn.shopify.com/s/files/1/1056/1447/5345/files/CJC_IPAMORELIN_PEN.jpg?v=1784146810,0,cjc-ipamorelin-1,yes
simple,PBV-DSIP-PEN,DSIP Pen,1,0,visible,,"<div> <div> <p dir=""auto""><strong>DSIP 3 mL Pen</strong></p> <p dir=""auto""><strong>The Science, Simplified:</strong> DSIP (Delta Sleep-Inducing Peptide) is a synthetic nonapeptide originally isolated from cerebral venous blood and studied in sleep regulation research.</p> <p dir=""auto""><strong>Product Specifications – DSIP 5 mg 3 mL Pen</strong></p> <ul dir=""auto""> <li>Total DSIP: 5 mg</li> <li>Volume: 3 mL pre-filled pen</li> <li>Concentration: ≈1.67 mg/mL</li> <li>Purity: Research-grade, third-party tested (COA available)</li> <li>Format: Ready-to-use multi-dose pre-filled pen</li> </ul> <p dir=""auto""><strong>Key Research Focus:</strong> Sleep regulation and neuropeptide research.</p> <p dir=""auto""><strong>Physical Form &amp; Solubility:</strong></p> <ul dir=""auto""> <li>Appearance: Clear to slightly opalescent liquid</li> <li>Solubility: Already in aqueous solution (acetate salt form for optimal solubility and stability). Highly soluble; no reconstitution required.</li> </ul> <p dir=""auto""><strong>Pen Format Details:</strong> The 3 mL pre-filled pen is a sterile, multi-dose delivery system designed for precise, consistent dispensing of the research compound. It features a sealed cartridge, dial-a-dose mechanism for accurate volume control, and a fine-gauge needle interface. The pen is ready for immediate laboratory use with no mixing or transfer steps required. Each pen is labeled with total peptide content and lot-specific COA reference.</p> <p dir=""auto""><strong>Stability &amp; Handling Notes:</strong></p> <ul dir=""auto""> <li>Refrigerated at 2–8°C (36–46°F). Practical shelf life is <strong>4–6 weeks</strong> when protected from light and handled with aseptic technique.</li> <li>Do not freeze. Avoid prolonged room-temperature exposure.</li> <li>Discard after 6 weeks or if the solution becomes cloudy, discolored, or shows particulate matter.</li> <li>Protect from light and moisture at all times.<img src=""https://cdn.shopify.com/s/files/1/1056/1447/5345/files/image_6.jpg?v=1784397241"" alt=""""> </li> </ul> </div> </div>",taxable,1,,0,0,0,0,200.00,,Peptide,"pen,Peptides",https://cdn.shopify.com/s/files/1/1056/1447/5345/files/DSIP_PEN.jpg?v=1784221207,0,dsip-pen,yes
simple,PBV-GHK-CU-PEN,GHK-Cu Pen,1,0,visible,,"<p dir=""auto""><strong>GHK-Cu 3 mL Pen</strong></p> <p dir=""auto""><strong>The Science, Simplified:</strong> GHK-Cu is the copper(II) complex of the tripeptide glycyl-L-histidyl-L-lysine.</p> <p dir=""auto""><strong>Product Specifications – GHK-Cu 50 mg 3 mL Pen</strong></p> <ul dir=""auto""> <li>Total GHK-Cu: 50 mg</li> <li>Volume: 3 mL pre-filled pen</li> <li>Concentration: ≈16.67 mg/mL</li> <li>Purity: Research-grade, third-party tested (COA available)</li> <li>Format: Ready-to-use multi-dose pre-filled pen</li> </ul> <p dir=""auto""><strong>Key Research Focus:</strong> Copper tripeptide complexation and extracellular matrix signaling research.</p> <p dir=""auto""><strong>Physical Form &amp; Solubility:</strong></p> <ul dir=""auto""> <li>Appearance: Clear blue solution</li> <li>Solubility: Already in aqueous solution. Highly soluble; no reconstitution required.</li> </ul> <p dir=""auto""><strong>Pen Format Details:</strong> The 3 mL pre-filled pen is a sterile, multi-dose delivery system designed for precise, consistent dispensing of the research compound. It features a sealed cartridge, dial-a-dose mechanism for accurate volume control, and a fine-gauge needle interface. The pen is ready for immediate laboratory use with no mixing or transfer steps required. Each pen is labeled with total peptide content and lot-specific COA reference.</p> <p dir=""auto""><strong>Stability &amp; Handling Notes:</strong></p> <ul dir=""auto""> <li> <span>Refrigerated</span><span> </span><span>at</span><span> </span><span>2–8°C</span><span> </span><span>(36–46°F).</span><span> </span><span>Practical</span><span> </span><span>shelf</span><span> </span><span>life</span><span> </span><span>is</span><span> </span><strong>4–6 weeks</strong><span> </span><span>when</span><span> </span><span>protected</span><span> </span><span>from</span><span> </span><span>light</span><span> </span><span>and</span><span> </span><span>handled</span><span> </span><span>with</span><span> </span><span>aseptic</span><span> </span><span>technique.</span> </li> <li> <span>Do</span><span> </span><span>not</span><span> </span><span>freeze.</span><span> </span><span>Avoid</span><span> </span><span>prolonged</span><span> </span><span>room-temperature</span><span> </span><span>exposure.</span> </li> <li> <span>Discard</span><span> </span><span>after</span><span> </span><span>6</span><span> </span><span>weeks</span><span> </span><span>or</span><span> </span><span>if</span><span> </span><span>the</span><span> </span><span>solution</span><span> </span><span>becomes</span><span> </span><span>cloudy,</span><span> </span><span>discolored,</span><span> </span><span>or</span><span> </span><span>shows</span><span> </span><span>particulate</span><span> </span><span>matter.</span> </li> <li> <span>Protect</span><span> </span><span>from</span><span> </span><span>light</span><span> </span><span>and</span><span> </span><span>moisture</span><span> </span><span>at</span><span> </span><span>all</span><span> </span><span>times.</span> </li> </ul>",taxable,1,,0,0,0,0,150.00,,Peptide,"pen,Peptides",https://cdn.shopify.com/s/files/1/1056/1447/5345/files/GHK-CU_PEN.jpg?v=1784224254,0,ghk-cu-pen,yes
