scene_id,scene_category,scene_name,lab_environment,camera,lighting,product_hero,product_form_detail,compound_id,compound_name,canonical_url,scene_brief,caption_lock,status,rotation_order,last_used_date
SCN-011,sports_science,Sports science · capped pen,"Wide establishing energy: Sports science & performance research labs. Inside a data-rich control room overlooking a cleanroom through panoramic glass. Polished black acrylic gives a soft reflection without cloning a second hero object. A slow sense of discovery in the empty room. Prioritize photoreal materials: glass weight, metal wear, frost, epoxy sheen, fabric sterile blues.","macro_detail, macro flat-on, micro forward: extreme macro on engraved texture at macro flat-on, razor shallow depth of field, creeping tiny forward drift only, then hard hold",sunrise rim light cutting across frost and steel,research pen with translucent smoke barrel,"smoke tint showing liquid, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-SEL-001,Selank,https://www.palmbeach-vitality.store/products/#selank,"sports science · research pen with translucent smoke barrel · smoke tint showing liquid, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a data-rich control room overlooking a cleanroom through panoramic glass · sunrise rim light cutting across frost and steel · shot:macro_detail · cap ON · label:Selank","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,11,
SCN-012,sterile_cleanroom,Sterile cleanroom · capped pen,"Intimate cinematic entry: Sterile cleanroom & controlled environments. Inside a QC war-room with blank monitors and a single illuminated chromatogram print. Instrument LEDs pulse out of sync like a living heartbeat of the lab. The hush of validated equipment between runs. Build depth with foreground glass, mid-ground hero, and soft background process glow.","crane_settle, high three-quarter to eye-level, crane down: slow crane-down from high three-quarter to settled hero (high three-quarter to eye-level), path is a straight descending line (straight descending crane), then hold",noir side light with controlled speculars on glass and metal,research pen silhouette edge-lit,"rim light outlining form, cap on, dark field; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-TB500-001,TB-500,https://www.palmbeach-vitality.store/products/#tb-500,"sterile cleanroom · research pen silhouette edge-lit · rim light outlining form, cap on, dark field; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a QC war-room with blank monitors and a single illuminated chromatogram print · noir side light with controlled speculars on glass and metal · shot:crane_settle · cap ON · label:TB-500","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,12,
SCN-013,molecular_imaging,Molecular imaging · capped pen,"Architectural reveal: Molecular imaging & microscopy cores. Inside a blacked-out imaging core with a single illuminated stage as the hero light source. Shadow play from a palm frond lands across the bench without breaking sterility cues. A showroom-ready stillness that still feels operational. Make the still exciting enough that a slow camera move will feel like entering a world, not inspecting a SKU.","push_out, eye-level, backward expand: slow straight push-out from tight badge crop to full product at eye-level, path is a straight retreat only (straight backward), then hold",fluorescence-inspired cyan accent without neon cartoon glow,pre-filled research pen on matte black acrylic,"clear barrel window, dial collar, capped tip cover on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-5A1MQ-001,5-Amino-1MQ,https://www.palmbeach-vitality.store/products/#5-amino-1mq,"molecular imaging · pre-filled research pen on matte black acrylic · clear barrel window, dial collar, capped tip cover on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a blacked-out imaging core with a single illuminated stage as the hero light sou · fluorescence-inspired cyan accent without neon cartoon glow · shot:push_out · cap ON · label:5-Amino-1MQ","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,13,
SCN-014,analytical_qc,Analytical QC · capped pen,"Macro-world portal: Analytical QC & identity confirmation. Inside an amber-lit lyophilization corridor with freeze-dryer portholes like portholes on a ship. Nested glass doors create recursive reflections of the same hero object. The tension between wellness softness and lab rigor. Prioritize photoreal materials: glass weight, metal wear, frost, epoxy sheen, fabric sterile blues.","pedestal_up, eye-level, pedestal up: soft pedestal up a few centimeters from slightly below eye-line at eye-level, lighting wrap shifts on edges, no sideways travel (straight up pedestal), then hold",museum track lighting with narrow beams on pedestals,slim research pen graphite gray body,"matte gray finish, dial collar, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-TESA-001,Tesamorelin,https://www.palmbeach-vitality.store/products/#tesamorelin,"analytical qc · slim research pen graphite gray body · matte gray finish, dial collar, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · an amber-lit lyophilization corridor with freeze-dryer portholes like portholes  · museum track lighting with narrow beams on pedestals · shot:pedestal_up · cap ON · label:Tesamorelin","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,14,
SCN-015,discovery_bench,Discovery chemistry benches · capped pen,"After-hours R&D atmosphere: Discovery chemistry benches. Inside a peptide synthesis gallery with resin columns and nitrogen lines as architecture. A faint ocean reflection ghosts across a glass partition. An almost theatrical reveal of research craftsmanship. Prioritize photoreal materials: glass weight, metal wear, frost, epoxy sheen, fabric sterile blues.","pedestal_down, eye-level, pedestal down: soft pedestal down a few centimeters from slightly above eye-line at eye-level, lighting wrap shifts on edges, no sideways travel (straight down pedestal), then hold",golden coastal window light mixed with white LED task lamps,research pen rubber grip section macro,"grip texture, dial collar, capped tip cover on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-KPV-001,KPV,https://www.palmbeach-vitality.store/products/#kpv,"discovery bench · research pen rubber grip section macro · grip texture, dial collar, capped tip cover on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a peptide synthesis gallery with resin columns and nitrogen lines as architectur · golden coastal window light mixed with white LED task lamps · shot:pedestal_down · cap ON · label:KPV","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,15,
SCN-016,peptide_synthesis,Peptide synthesis · capped pen,Coastal biotech brochure frame: Peptide synthesis & solid-phase chemistry. Inside a glass-walled pilot-scale process bay looking onto idle stainless skids. Color-blocked solvent bottles create a deliberate Pantone story behind the hero. Quiet prosperity — science as coastal luxury infrastructure. Keep every readable label sparse; if a compound name appears it must be exact and research-only.,"profile_ltr, true side profile left, profile track L→R: short side-profile track brief lateral left to right from strict side profile at true side profile left, then settle and hard hold — brief lateral only, never a full circle",museum track lighting with narrow beams on pedestals,research pen with protective tip shield locked,"safety shield engaged, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-CJC-001,CJC,https://www.palmbeach-vitality.store/products/#cjc-1295,"peptide synthesis · research pen with protective tip shield locked · safety shield engaged, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a glass-walled pilot-scale process bay looking onto idle stainless skids · museum track lighting with narrow beams on pedestals · shot:profile_ltr · cap ON · label:CJC","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,16,
SCN-017,formulation_suite,Formulation · capped pen,"Quiet luxury-science tableau: Formulation & compounding research suites. Inside a rooftop greenhouse annex connected to a cellular biology lab via glass bridge. Infrared cabinet glass shows a faint ghost reflection of the pen hero. The feeling that a breakthrough is minutes away off-frame. Make the still exciting enough that a slow camera move will feel like entering a world, not inspecting a SKU.","profile_rtl, true side profile right, profile track R→L: short side-profile track brief lateral right to left from strict side profile at true side profile right, then settle and hard hold — brief lateral only, never a full circle",bright clinical cove lighting plus cool instrument practicals,research pen with dose window close-up,"numeric window readable, shallow depth, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-MT2-001,Melanotan 2,https://www.palmbeach-vitality.store/products/#melanotan-2,"formulation suite · research pen with dose window close-up · numeric window readable, shallow depth, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a rooftop greenhouse annex connected to a cellular biology lab via glass bridge · bright clinical cove lighting plus cool instrument practicals · shot:profile_rtl · cap ON · label:Melanotan 2","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,17,
SCN-018,wellness_retail_lab,Boutique wellness × lab hybrid spaces · capped pen,Process-gallery spectacle: Boutique wellness × lab hybrid spaces. Inside a high-throughput analytical bay lined with HPLC stacks and quiet solvent cabinets. Nested glass doors create recursive reflections of the same hero object. Premium calm: every object placed with intentional design. Compose as a vertical 9:16 hero still that could open a premium Instagram reel.,"doc_drift, eye-level documentary, doc forward drift: handheld-stable micro drift micro forward drift from mid-shot at eye-level documentary, scientific documentary energy, then hold — no circling path",bright clinical cove lighting plus cool instrument practicals,single sealed Palm Beach Vitality research pen on a matte acrylic pedestal,"cap on, one pen only — no second pen, no carousel, no pen tray; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-SS31-001,SS-31,https://www.palmbeach-vitality.store/products/#ss-31,"wellness retail lab · single sealed Palm Beach Vitality research pen on a matte acrylic pedestal · cap on, one pen only — no second pen, no carousel, no pen tray; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a high-throughput analytical bay lined with HPLC stacks and quiet solvent cabine · bright clinical cove lighting plus cool instrument practicals · shot:doc_drift · cap ON · label:SS-31","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,18,
SCN-019,wellness_innovation,Health · capped pen,Wellness-meets-lab hybrid: Health & wellness innovation studios. Inside a sports-performance science lab with force-plate flooring and calibrated gear racks. Soft bokeh of city lights beyond the lab glass reminds you this is coastal biotech. Industrial poetry — pipes and glass as modern sculpture. Keep every readable label sparse; if a compound name appears it must be exact and research-only.,"label_rise, label-plane flat, rise to label: short vertical lift from below label then lock off on the label plane at label-plane flat, straight rise only (straight up to label lock), then hold",low-key cinematic spotlight with velvet falloff,research pen on mirrored chrome plate,"hard specular highlights, product catalog, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-AOD-001,AOD-9604,https://www.palmbeach-vitality.store/products/#aod-9604,"wellness innovation · research pen on mirrored chrome plate · hard specular highlights, product catalog, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a sports-performance science lab with force-plate flooring and calibrated gear r · low-key cinematic spotlight with velvet falloff · shot:label_rise · cap ON · label:AOD-9604","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,19,
SCN-020,pilot_scale,Pilot-scale process development · capped pen,"Discovery-morning clarity: Pilot-scale process development. Inside a hangar-scale fill-finish gallery with curtain dividers and glowing status boards. Frost blooms into fern-like crystals on a freezer window port. Client-facing wonder without tipping into medical theater. Let architecture lead, then reward the eye with one unmistakable research focal point.","wide_env, eye-level wide, wide to hero forward: very slow push-in from wide sterile environment into subject-dominant frame at eye-level wide, straight forward path only (straight forward into subject), then hold",fluorescence-inspired cyan accent without neon cartoon glow,research pen barrel showing pre-filled liquid,"optical clarity of liquid in barrel window, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-BPCTB-001,BPC-157/TB-500,https://www.palmbeach-vitality.store/products/#wolverine,"pilot scale · research pen barrel showing pre-filled liquid · optical clarity of liquid in barrel window, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a hangar-scale fill-finish gallery with curtain dividers and glowing status boar · fluorescence-inspired cyan accent without neon cartoon glow · shot:wide_env · cap ON · label:BPC-157/TB-500","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,20,
SCN-021,longevity_lab,Longevity · capped pen,Wide establishing energy: Longevity & cellular research suites. Inside a QC war-room with blank monitors and a single illuminated chromatogram print. Infrared cabinet glass shows a faint ghost reflection of the pen hero. A slow sense of discovery in the empty room. Use negative space generously so the scene breathes and never feels like a cluttered bench dump.,"offset_left, eye-level, offset left micro-push: locked offset composition with subject subject on left third at eye-level, locked with breath subtle breathing push-in only, negative space on right, then hold",bright clinical cove lighting plus cool instrument practicals,single sealed Palm Beach Vitality research pen on a matte acrylic pedestal,"cap on, one pen only — no second pen, no carousel, no pen tray; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-SEMAX-001,SEMAX,https://www.palmbeach-vitality.store/products/#semax,"longevity lab · single sealed Palm Beach Vitality research pen on a matte acrylic pedestal · cap on, one pen only — no second pen, no carousel, no pen tray; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a QC war-room with blank monitors and a single illuminated chromatogram print · bright clinical cove lighting plus cool instrument practicals · shot:offset_left · cap ON · label:SEMAX","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,21,
SCN-022,archive_documentation,Research documentation · capped pen,"Intimate cinematic entry: Research documentation & standards archives. Inside a shipping-prep cold room with validated coolers staged like premium luggage. A floating shelf casts a hard shadow that slices the composition into thirds. The hush of validated equipment between runs. Prioritize photoreal materials: glass weight, metal wear, frost, epoxy sheen, fabric sterile blues.","offset_right, eye-level, offset right micro-push: locked offset composition with subject subject on right third at eye-level, locked with breath subtle breathing push-in only, negative space on left, then hold",bright clinical cove lighting plus cool instrument practicals,research pen on mirrored chrome plate,"hard specular highlights, product catalog, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-KLOW-001,KLOW,https://www.palmbeach-vitality.store/products/#klow,"archive documentation · research pen on mirrored chrome plate · hard specular highlights, product catalog, cap on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a shipping-prep cold room with validated coolers staged like premium luggage · bright clinical cove lighting plus cool instrument practicals · shot:offset_right · cap ON · label:KLOW","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,22,
SCN-023,biotech_campus,Biotech R · capped pen,"Architectural reveal: Biotech R&D campus interiors. Inside a boutique wellness research boutique with museum pedestals and soft brass accents. Solvent fumes are absent; instead you smell nothing — pure visual sterile fantasy. A showroom-ready stillness that still feels operational. Build depth with foreground glass, mid-ground hero, and soft background process glow.","dolly_in_low, low-angle, low forward: slow low dolly-in from low medium at low-angle, straight forward path only (straight forward low), then hold",golden coastal window light mixed with white LED task lamps,single sealed Palm Beach Vitality research pen on a matte acrylic pedestal,"cap on, one pen only — no second pen, no carousel, no pen tray; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-CAGRI-001,Cagrilinitide,https://www.palmbeach-vitality.store/products/#cagrilinitide,"biotech campus · single sealed Palm Beach Vitality research pen on a matte acrylic pedestal · cap on, one pen only — no second pen, no carousel, no pen tray; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a boutique wellness research boutique with museum pedestals and soft brass accen · golden coastal window light mixed with white LED task lamps · shot:dolly_in_low · cap ON · label:Cagrilinitide","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,23,
SCN-024,palm_beach_showroom,Palm Beach premium research showrooms · capped pen,"Macro-world portal: Palm Beach premium research showrooms. Inside a university-style teaching wet lab restaged as a premium catalog set. The floor epoxy has a subtle marble swirl catching a rim light streak. The tension between wellness softness and lab rigor. Prioritize photoreal materials: glass weight, metal wear, frost, epoxy sheen, fabric sterile blues.","dolly_in_high, slight-high, high forward: slow high dolly-in from high medium at slight-high, straight forward path only (straight forward high), then hold",noir side light with controlled speculars on glass and metal,research pen rubber grip section macro,"grip texture, dial collar, capped tip cover on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling",P-TA1-001,TA-1,https://www.palmbeach-vitality.store/products/#ta-1,"palm beach showroom · research pen rubber grip section macro · grip texture, dial collar, capped tip cover on; barrel window shows settled crystal-clear colorless liquid already inside at a stable level; never filling · a university-style teaching wet lab restaged as a premium catalog set · noir side light with controlled speculars on glass and metal · shot:dolly_in_high · cap ON · label:TA-1","For laboratory research use only. Not for human use or consumption. Not a drug, dietary supplement, or cosmetic. Not evaluated by the FDA. Captions only — never burn this into the image or Grok prompt.",Active,24,
